idx,word,occurrences
1827,waiver,6
1828,tabl,6
1829,bill,6
1830,chao,6
1831,unlik,6
1832,forth,6
1833,fortun,5
1834,inst,5
1835,pqd,5
1836,colleg,5
1837,stat,5
1838,customerservicefail,5
1839,en,5
1840,lazi,5
1841,wu,5
1842,comm,5
1843,cooki,5
1844,blueman,5
1845,grandma,5
1846,loos,5
1847,crewmemb,5
1848,anxiou,5
1849,recov,5
1850,wind,5
1851,fiancé,5
1852,sympathi,5
1853,appl,5
1854,bhm,5
1855,de,5
1856,van,5
1857,?,5
1858,indic,5
1859,bare,5
1860,june,5
1861,pro,5
1862,athlet,5
1863,race,5
1864,dr,5
1865,dime,5
1866,user,5
1867,conflict,5
1868,mosaic,5
1869,stellar,5
1870,custserv,5
1871,driven,5
1872,pricey,5
1873,pwm,5
1874,journey,5
1875,pleasur,5
1876,nearbi,5
1877,inquir,5
1878,impact,5
1879,hat,5
1880,unreli,5
1881,finest,5
1882,strong,5
1883,segment,5
1884,bay,5
1885,cali,5
1886,angel,5
1887,henc,5
1888,??,5
1889,atlant,5
1890,headphon,5
1891,similar,5
1892,hartford,5
1893,cont,5
1894,suicid,5
1895,buck,5
1896,girlfriend,5
1897,box,5
1898,brilliant,5
1899,inexcus,5
1900,worstairlin,5
1901,station,5
1902,ga,5
1903,anticip,5
1904,sinceam,5
1905,tremend,5
1906,brandmanc,5
1907,robot,5
1908,driver,5
1909,particularli,5
1910,boot,5
1911,negoti,5
1912,flightst,5
1913,purpos,5
1914,tea,5
1915,worthless,5
1916,ogg,5
1917,organ,5
1918,sxm,5
1919,pump,5
1920,nonexist,5
1921,applic,5
1922,remot,5
1923,lisa,5
1924,partnership,5
1925,softwar,5
1926,project,5
1927,alaska,5
1928,gain,5
1929,discov,5
1930,term,5
1931,??,5
1932,misplac,5
1933,hnl,5
1934,atroci,5
1935,signific,5
1936,congratul,5
1937,shoutout,5
1938,password,5
1939,confid,5
1940,paint,5
1941,dumb,5
1942,colleagu,5
1943,juli,5
1944,hub,5
1945,refuel,5
1946,cousin,5
1947,oakland,5
1948,glitch,5
1949,fastest,5
1950,concours,5
1951,lmao,5
1952,upon,5
1953,reliabl,5
1954,depend,5
1955,chariti,5
1956,snowi,5
1957,virginamerica,5
1958,popular,5
1959,mynd,5
1960,dealt,5
1961,lb,5
1962,aisl,5
1963,data,5
1964,nervou,5
1965,faith,5
1966,getaway,5
1967,oneway,5
1968,hassl,5
1969,inde,5
1970,hour+,5
1971,describ,5
1972,scare,5
1973,terri,5
1974,temp,5
1975,theyll,5
1976,canadian,5
1977,aka,5
1978,loui,5
1979,cake,5
1980,cot,5
1981,dming,5
1982,planet,5
1983,bottl,5
1984,fresh,5
1985,cabo,5
1986,?,5
1987,accid,5
1988,cessna,5
1989,stranger,5
1990,revenu,5
1991,vs,5
1992,display,5
1993,disrupt,5
1994,januari,5
1995,china,5
1996,airbu,5
1997,cx,5
1998,frankfurt,5
1999,contract,5
2000,celebr,5
2001,protect,5
2002,laugh,5
2003,turbul,5
2004,involv,5
2005,ramp,5
2006,unexpect,5
2007,shortli,5
2008,bridg,5
2009,roc,5
2010,thena,5
2011,capt,5
2012,albani,5
2013,qualifi,5
2014,cvg,5
2015,maint,5
2016,thehr,5
2017,legal,5
2018,block,5
2019,philippin,5
2020,med,5
2021,aviv,5
2022,disorgan,5
2023,gari,5
2024,weak,5
2025,male,5
2026,facebook,5
2027,loss,5
2028,highli,5
2029,ohio,5
2030,myst,5
2031,southwestairlin,5
2032,rd,5
2033,chose,5
2034,reagan,5
2035,?,5
2036,hdn,5
2037,heck,5
2038,agenc,5
2039,reset,5
2040,lunch,5
2041,worstcustomerservic,5
2042,caller,5
2043,guest,5
2044,spanish,5
2045,neglig,5
2046,btv,5
2047,spoken,5
2048,donat,5
2049,horrid,5
2050,orf,4
2051,beg,4
2052,chrome,4
2053,circumst,4
2054,overal,4
2055,bogota,4
2056,lh,4
2057,proud,4
2058,telephon,4
2059,ph,4
2060,mem,4
2061,awkward,4
2062,cranki,4
2063,jp,4
2064,asset,4
2065,enquir,4
2066,md,4
2067,cracker,4
2068,numer,4
2069,bois,4
2070,chill,4
2071,properti,4
2072,verifi,4
2073,mt,4
2074,dest,4
2075,louisvil,4
2076,charter,4
2077,bae,4
2078,co,4
2079,tone,4
2080,variou,4
2081,?,4
2082,rain,4
2083,visa,4
2084,test,4
2085,debacl,4
2086,sm,4
2087,bike,4
2088,dpt,4
2089,unfriendli,4
2090,random,4
2091,anamarket,4
2092,asshol,4
2093,menu,4
2094,consecut,4
2095,stole,4
2096,pacif,4
2097,prime,4
2098,harbor,4
2099,poorcustomerservic,4
2100,neptun,4
2101,onaug,4
2102,tool,4
2103,fran,4
2104,boss,4
2105,therd,4
2106,?°,4
2107,kc,4
2108,rel,4
2109,spread,4
2110,competitor,4
2111,amex,4
2112,el,4
2113,proper,4
2114,tail,4
2115,dl,4
2116,pant,4
2117,white,4
2118,tab,4
2119,ct,4
2120,jvmchat,4
2121,psp,4
2122,uncomfort,4
2123,ktn,4
2124,firstclass,4
2125,zurich,4
2126,atc,4
2127,beliz,4
2128,unnecessari,4
2129,wear,4
2130,belt,4
2131,sec,4
2132,doug,4
2133,trash,4
2134,pat,4
2135,hardli,4
2136,hop,4
2137,spirit,4
2138,feed,4
2139,cloud,4
2140,input,4
2141,reduc,4
2142,hospit,4
2143,bed,4
2144,fear,4
2145,cert,4
2146,norm,4
2147,classi,4
2148,thek,4
2149,septemb,4
2150,hv,4
2151,orig,4
2152,draw,4
2153,onhold,4
2154,jose,4
2155,notch,4
2156,jeff,4
2157,backup,4
2158,wipe,4
2159,andd,4
2160,emboss,4
2161,patch,4
2162,reli,4
2163,conting,4
2164,nonprofit,4
2165,nola,4
2166,musician,4
2167,transit,4
2168,trade,4
2169,crowd,4
2170,def,4
2171,letsgo,4
2172,aboard,4
2173,aliv,4
2174,inclement,4
2175,incur,4
2176,logist,4
2177,concert,4
2178,ya,4
2179,giant,4
2180,clarifi,4
2181,mood,4
2182,darn,4
2183,fave,4
2184,reunit,4
2185,delight,4
2186,dot,4
2187,?,4
2188,interact,4
2189,oak,4
2190,pop,4
2191,scale,4
2192,nvr,4
2193,photographi,4
2194,msi,4
2195,abandon,4
2196,hahaha,4
2197,rev,4
2198,redcarpet,4
2199,mtg,4
2200,outrag,4
2201,lowest,4
2202,haydensteamboat,4
2203,gladli,4
2204,dri,4
2205,googl,4
2206,?,4
2207,fiasco,4
2208,scott,4
2209,bottom,4
2210,ho,4
2211,bloodi,4
2212,flat,4
2213,essenti,4
2214,investor,4
2215,fat,4
2216,spare,4
2217,usfeb,4
2218,arizona,4
2219,jetba,4
2220,itali,4
2221,regul,4
2222,stun,4
2223,exclus,4
2224,annual,4
2225,disney,4
2226,voic,4
2227,lo,4
2228,wyou,4
2229,marri,4
2230,monitor,4
2231,burn,4
2232,inhr,4
2233,plastic,4
2234,partial,4
2235,measur,4
2236,desktop,4
2237,sayin,4
2238,ali,4
2239,terrif,4
2240,magazin,4
2241,instruct,4
2242,ahhhh,4
2243,dunno,4
2244,relax,4
2245,admit,4
2246,miler,4
2247,snowstorm,4
2248,barbado,4
2249,aggrav,4
2250,join,4
2251,viequ,4
2252,flaw,4
2253,seatc,4
2254,destroy,4
2255,?,4
2256,themselv,4
2257,boo,4
2258,stock,4
2259,overwhelm,4
2260,dissatisfi,4
2261,holiday,4
2262,invit,4
2263,behavior,4
2264,?,4
2265,spell,4
2266,paypal,4
2267,pref,4
2268,utterli,4
2269,restrict,4
2270,itsam,4
2271,uh,4
2272,?,4
2273,nonsens,4
2274,alot,4
2275,lostluggag,4
2276,swap,4
2277,nowher,4
2278,wknd,4
2279,dang,4
2280,greenvil,4
2281,seven,4
2282,risk,4
2283,scream,4
2284,tucson,4
2285,adopt,4
2286,steal,4
2287,unpleas,4
2288,disabl,4
2289,fell,4
2290,bahama,4
2291,cruis,4
2292,luxuri,4
2293,goodby,4
2294,myam,4
2295,div,4
2296,santa,4
2297,whoever,4
2298,antonio,4
2299,lovejetblu,4
2300,itll,4
2301,appropri,4
2302,pet,4
2303,bot,4
2304,shoulder,4
2305,umm,4
2306,?,4
2307,rob,4
2308,nassau,4
2309,goal,4
2310,incent,4
2311,deplor,4
2312,expedit,4
2313,cxld,4
2314,green,4
2315,assault,4
2316,?,4
2317,compet,4
2318,predict,4
2319,besid,4
2320,kindl,4
2321,sop,4
2322,friendlyski,4
2323,indi,4
2324,rush,4
2325,uniform,4
2326,maiden,4
2327,grate,4
2328,po,4
2329,cue,4
2330,rudest,4
2331,punta,4
2332,cana,4
2333,bankrupt,4
2334,centuri,4
2335,couldv,4
2336,ivr,4
2337,flyitforward,4
2338,novemb,4
2339,tourist,4
2340,neglect,4
2341,pound,4
2342,everytim,4
2343,andor,4
2344,earth,4
2345,coincid,4
2346,dispatch,4
2347,difficulti,4
2348,tear,4
2349,yourselv,4
2350,bush,4
2351,investig,4
2352,gr,4
2353,humor,4
2354,lake,4
2355,rare,4
2356,bum,4
2357,relationship,4
2358,dump,4
2359,reflect,4
2360,overmin,4
2361,proactiv,4
2362,wk,4
2363,supposedli,4
2364,hero,4
2365,competit,4
2366,utah,4
2367,miracl,4
2368,folder,4
2369,rang,4
2370,reclin,4
2371,snowboard,4
2372,band,4
2373,restroom,4
2374,snag,4
2375,onth,4
2376,tray,4
2377,untilpm,4
2378,urgent,4
2379,tablet,4
2380,rno,4
2381,gent,4
2382,seg,4
2383,unknown,4
2384,nocustomerservic,4
2385,inappropri,4
2386,?,4
2387,kit,4
2388,febth,4
2389,clarif,4
2390,unawar,4
2391,blow,4
2392,north,4
2393,haul,4
2394,ref,4
2395,allergi,4
2396,flyunit,4
2397,ase,4
2398,j,4
2399,tini,4
2400,gracia,4
2401,overhr,4
2402,wing,4
2403,freq,4
2404,gorgeou,4
2405,woohoo,4
2406,thousand,4
2407,understat,4
2408,furiou,4
2409,manual,4
2410,smell,4
2411,ber,4
2412,charleston,4
2413,nrt,4
